"source";"Act. GI Day";"Actual delivery date";"BG  booked";"BG  booked2";"Calendar Day";"Carrier";"Carrier2";"Company Code";"Company Code2";"Core Business Indicator";"Core Business Indicator2";"Country ship-to";"Country ship-to2";"Country sold-to";"Country sold-to2";"Created on";"Cust Hier1";"Cust Hier12";"Cust Hier2";"Cust Hier22";"Cust Hier3";"Cust Hier32";"Customer Channel";"Customer Channel2";"Customer Cluster";"Customer Cluster2";"Delivery date plann.";"Delivery plant";"Delivery plant2";"Document currency";"Document currency2";"Exchange rate effect";"Extern. Sales Office";"Extern. Sales Office2";"FI-ML0";"FI-ML02";"Fiscal year/period";"Fiscal year/period2";"Int. Sales Group";"Int. Sales Group2";"Int. Sales office";"Int. Sales office2";"Key Industry";"Key Industry2";"Leg transp. Chain";"Leg transp. Chain2";"Loading Country";"Loading Country2";"Loading location";"Loading location2";"Marketing Customer ship-to";"Marketing Customer ship-to2";"Marketing Customer sold-to";"Marketing Customer sold-to2";"Marketing Level 0";"Marketing Level 02";"Marketing Level 1";"Marketing Level 12";"Marketing Level 2";"Marketing Level 22";"Marketing Level 3";"Marketing Level 32";"Marketing Level 4";"Marketing Level 42";"Material";"Material2";"Mode of transport";"Mode of transport2";"Net due date";"PH3 Cluster";"PH3 Cluster2";"Plan. goods is. date";"Plant";"Plant2";"Posting date";"Prod.Hier.1";"Prod.Hier.12";"Prod.Hier.2";"Prod.Hier.22";"Prod.Hier.3";"Prod.Hier.32";"Prod.Hier.4";"Prod.Hier.42";"Prod.Hier.5";"Prod.Hier.52";"Prod.Hier.6";"Prod.Hier.62";"Prod.Hier.622";"Prod.Hier.6222";"Produced Material";"Produced Material2";"Region ship-to";"Region ship-to2";"Region sold-to";"Region sold-to2";"Reporting Unit  book";"Reporting Unit  book2";"Risk Class";"Risk Class2";"Risk category";"Risk category2";"SBE";"SBE2";"Sales Organization";"Sales Organization2";"Ship-to";"Ship-to2";"ShipTo State/ Province";"ShipTo State/ Province2";"Sold-to";"Sold-to2";"SoldTo State/ Province";"SoldTo State/ Province2";"Subregion ship-to";"Subregion ship-to2";"Subregion sold-to";"Subregion sold-to2";"T3 Arr. Date planned";"T3 Arr. date actual";"T3 Loading Loc. ROI";"T3 Loading Loc. ROI2";"T3 SH Shipper";"T3 SH Shipper2";"TM Destin. Location";"TM Destin. Location2";"Unpacked good";"Unpacked good2";"KPI AR-KeyDate: Amount in EUR";"KPI AR-KeyDate: Counter";"KPI AR-KeyDate: Net Value of Billing Item (DC)";"KPI AR-KeyDate: Weighted WoC Target days";"KPI AR-KeyDate: Weighted target days";"KPI AR-PM: Amount EUR";"KPI AR-PM: Counter";"KPI AR-PM: Diff WoC Target";"KPI AR-PM: EDO (Effective Days Outstanding)";"KPI AR-PM: Performance Days";"KPI AR-PM: Posting Days";"KPI AR-PM: Weighted WoC Target days";"KPI AR-PM: Weighted days late";"KPI AR-PM: Weighted performance";"KPI AR-PM: Weighted target days";"KPI COPA: Gross Sales Qty";"KPI COPA: Gross sales";"KPI COPA: Net proceeds";"KPI COPA: Net sales";"KPI COPA: Sales adjustments";"KPI COPA: Sales deductions";"KPI COSMOS: Consolidated Marginal Income 2a";"KPI COSMOS: Consolidated Marginal Income I";"KPI COSMOS: Gross Sales";"KPI COSMOS: Gross Sales Qty (in+ex)";"KPI COSMOS: Net Proceeds";"KPI COSMOS: Net Sales";"KPI COSMOS: Product Costs  Var.";"KPI COSMOS: Sales Adjustments";"KPI COSMOS: Sales Deductions";"KPI COSMOS: Total Manufacturing Costs  Fix";"KPI OTIF: # OT not in full";"KPI OTIF: # OTIF";"KPI OTIF: # late GI";"KPI OTIF: # late IF";"KPI OTIF: # late NIF";"KPI OTIF: # late create";"KPI OTIF: # late transport";"KPI OTIF: # not in full";"KPI OTIF: # on time";"KPI OTIF: # total deliveries";"KPI OTIF: # total late";"KPI OTIF: # total late+OT NIF";"KPI OTIF: 1. Agreed quantity KG";"KPI OTIF: Delivery Quantity KG";"KPI OTIF: Overdelivery KG";"KPI OTIF: Qty deviation KG";"KPI OTIF: Underdelivery KG";"KPI Sales: Delivery Quantity KG";"KPI Sales: Net value deliv. DC";"KPI Sales: Net value delivery EUR"
"COPA";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"B";"Non core basic chem.";"CN";"PR of China";"CN";"PR of China";"";"50";"PM PC Resin";"518";"PM Resins";"70170";"PM Resin Others";"D01";"DIR-Direct";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"";"";"001.2026";"001.2026";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"03";"Electrica/Electronic";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"077";"PM Appliance APAC";"A040";"PM Refri. & Free";"4448867";"DESMODUR 44 V 20 L CN    0000,00 KG T01";"";"";"";"70630";"SMDI";"";"THAB";"PRD EP  CPD MTP THAB";"18.01.2026";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"6727875";"MDI 44 V 20 L CN";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"3581054";"Plant NLAJ";"CN";"CN/Not assigned";"3581054";"Plant NLAJ";"CN";"CN/Not assigned";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"6727883";"DESMODUR 44 V 20 L CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14027,951";"51202,02";"48485,44";"47840,64";"-644,80";"3361,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"B";"Non core basic chem.";"MX";"Mexico";"MX";"Mexico";"";"01";"EP Mobility";"301";"EP Mobility";"73061";"EP MOB Lighting";"D01";"DIR-Direct";"3146";"EP Hella";"";"B8KB";"PRD EP  CPD CAO B8KB";"";"";"";"#";"Not assigned";"73";"EP";"001.2025";"001.2025";"599";"SALESGROUP GLOBAL";"";"";"01";"Automotive";"";"";"";"";"";"";"11322077";"Forvia SE";"11322077";"Forvia SE";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"2415546";"M.AL2447P       550396            SASIWL";"";"";"12.03.2025";"73060";"EP Resins";"";"B8KB";"PRD EP  CPD CAO B8KB";"24.01.2025";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"886";"IM WS AL";"#";"73/31/625/886/Not as";"#";"73/31/625/886/Not as";"";"";"180839";"M.AL2447P       550396";"R2";"NA";"R2";"NA";"050";"PRD";"3";"Medium default risk";"0889/#";"0889/Not assigned";"52";"PRD";"DF20";"Covestro (Foshan)";"1706960";"HELLA AUTOMOTIVE MEXICO";"MX JAL";"Jalisco";"1706960";"HELLA AUTOMOTIVE MEXICO";"MX JAL";"Jalisco";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"180839";"M.AL2447P       550396";"74305,60";"1,000";"72776,88";"2229168,00";"3343752,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"OTIF";"10.03.2025";"";"";"";"";"7095981";"BDP ASIA-PACIFIC LTD";"";"";"P";"Core coproducer";"DE";"Germany";"DE";"Germany";"";"53";"PM Others";"514";"PM Others";"70292";"PM Plixxent";"D04";"DIR-KA Large Account";"1195";"PM IS PLX (former TUR)";"";"IKKU";"PRD EP  CPD FLG";"";"";"";"";"";"";"";"";"";"";"";"HK01";"COV Hong Kong";"05";"Wood & Furniture";"#";"#";"IN";"India";"IN/IN_I1AQ";"IN/IN_I1AQ";"11255428";"PLIXXENT Holding GmbH";"11255428";"PLIXXENT Holding GmbH";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"1677199";"MONDUR TD 80 GRADE A     0000,00 KG R001";"50";"Parcel";"";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R1";"EMEA";"R1";"EMEA";"";"";"";"";"";"";"";"";"";"";"3545476";"PLIXXENT GmbH & Co. KG";"DE 03";"Lower Saxony";"3545476";"PLIXXENT GmbH & Co. KG";"DE 03";"Lower Saxony";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"17.03.2025";"15.03.2025";"IN IN_I1AQ";"IN IN_I1AQ";"#";"#";"990000000234";"HOYER Bulk";"5289033";"MONDUR TD 80 GRADE A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,000";"1,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"1,000";"1,000";"0,000";"0,000";"2965,090";"2965,090";"0,000";"0,000";"-0,000";"";"";""
"COSMOS";"";"";"73";"EP";"24.07.2025";"";"";"1705";"Covestro Guangzhou/C";"O";"Non core others";"IN";"India";"IN";"India";"";"71";"CA Speedboat";"753";"CA SCS";"75063";"SCS Others";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"";"";"250,19";"#";"Not assigned";"";"";"007.2025";"007.2025";"LH1";"CHEYO";"USP1";"COV USA";"01";"Automotive";"";"";"";"";"";"";"11218359";"PLANT I1AG";"11218359";"PLANT I1AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"142";"EP MOB INT";"A386";"EP MOB INT";"6588824";"B.T65XF CN      901510            BE100W";"";"";"";"73060";"EP Resins";"";"B8KA";"PRD PM  WS CAO";"";"73";"EP";"31";"RESINS";"414";"BAYBLEND T / GV";"775";"BAYBLEND T XF";"#";"73/31/414/775/Not as";"#";"73/31/414/775/Not as";"";"";"939355";"B.T65XF CN      901510";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"R34";"INDIA SUBCONTINENT";"R34";"INDIA SUBCONTINENT";"";"";"";"";"";"";"";"";"939355";"B.T65XF CN      901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15523,46";"14611,75";"42767,58";"8553,516";"38952,91";"39578,53";"24341,16";"625,63";"3189,05";"8358,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"P";"Core coproducer";"US";"USA";"US";"USA";"";"21";"ELA";"201";"SCPU Elastomers";"72010";"ELA SCPU Others";"D01";"DIR-Direct";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"";"";"004.2025";"004.2025";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"082";"PM Flex Foam LA";"L001";"PM Flexible Foam";"2816885";"DESMODUR T 80            0250,00 KG DR17";"";"";"";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"24.04.2025";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"904546";"Covestro LLC";"US PA";"Pennsylvania";"904546";"Covestro LLC";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2175,416";"28628,47";"28048,35";"28240,94";"192,59";"387,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"24.02.2025";"24.02.2025";"";"";"";"";"";"";"";"B";"Non core basic chem.";"US";"USA";"US";"USA";"20.02.2025";"50";"PM PC Resin";"518";"PM Resins";"70191";"PM Water Bottle";"D03";"DIR-LT Long Tail (direct)";"1299";"PM Others/non core";"24.02.2025";"4AAB";"PRD EP  CPD GUA 4AAB";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"VN01";"COV Vietnam";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"520";"PM TC CON/OTH (MDI+)";"085";"PM Constr. Ins.EMEA";"E081";"PM Insulation Board";"2536114";"DESMODUR 44 V 20 L       0000,00 KG T01";"";"";"";"70630";"SMDI";"22.02.2025";"4AAB";"PRD EP  CPD GUA 4AAB";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"442550";"CHLORBENZOL / MDI MIX";"4203380";"MDI 44 V 20 L";"R2";"NA";"R2";"NA";"";"";"";"";"";"";"";"";"";"";"7681258";"Plant ORY1";"US OH";"Ohio";"7681258";"Plant ORY1";"US OH";"Ohio";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5596408";"DESMODUR 44 V 20 L";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1275,900";"17352,24";"17229,93"
"AR-KeyDate";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"B";"Non core basic chem.";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"D04";"DIR-KA Large Account";"1260";"PM ISH";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"";"";"#";"Not assigned";"70";"PM";"009.2025";"009.2025";"LH1";"CHEYO";"";"";"02";"Construction";"";"";"";"";"";"";"3424348";"Sealed Air Corporation";"3424348";"Sealed Air Corporation";"70";"PM";"E70";"PM Sales EMLA";"520";"PM TC CON/OTH (MDI+)";"085";"PM Constr. Ins.EMEA";"E081";"PM Insulation Board";"2536114";"DESMODUR 44 V 20 L       0000,00 KG T01";"";"";"13.10.2025";"70630";"SMDI";"";"B8AA";"PRD PM  MDI TRAIN CA";"10.09.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"4203380";"MDI 44 V 20 L";"R2";"NA";"R2";"NA";"060";"EP Resins";"3";"Medium default risk";"G001/#";"G001/Not assigned";"31";"EP";"4A20";"COV Guangzhou Ltd";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5596408";"DESMODUR 44 V 20 L";"609,63";"1,000";"";"12802,23";"18288,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"OTIF";"13.07.2025";"";"";"";"";"1377371";"Hoyer GmbH";"";"";"N";"Non core tolling";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"D01";"DIR-Direct";"#";"Not assigned";"";"B8QA";"PRD CA  ISOCYANATES";"";"";"";"";"";"";"";"";"";"";"";"B220";"Western Europe";"12";"Chemical";"#";"#";"CN";"PR of China";"CN/B8AA_CN23";"PUR HYCN";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"761";"PM RPM BC NA";"650";"PM IBC US/CAN  NA";"N006";"PM Ind. Operation";"2818632";"LIQUID CAUSTIC SODA 50%  0000,00 KG R001";"30";"Truck";"";"#";"Not assigned";"";"B8QA";"PRD CA  ISOCYANATES";"";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"096";"SODIUMHYDROXIDE";"573";"SODIUMHYD.SOL.50%";"#";"76/61/096/573/Not as";"#";"76/61/096/573/Not as";"";"";"5594561";"LIQUID CAUSTIC SODA 50%";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"16.07.2025";"15.07.2025";"CN B8AA_CN23";"PUR HYCN";"#";"#";"USCHT";"Chester, pa";"5594561";"LIQUID CAUSTIC SODA 50%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,000";"1,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"1,000";"1,000";"0,000";"0,000";"14531,540";"14531,540";"0,000";"0,000";"-0,000";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"N";"Non core tolling";"JP";"Japan";"JP";"Japan";"";"78";"SF";"780";"SF CON";"78001";"SF CON Div.Industr";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"73";"EP";"008.2025";"008.2025";"599";"SALESGROUP GLOBAL";"IN01";"COV India";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"56844280";"M.2407C         901510            BK150W";"";"";"16.09.2025";"73060";"EP Resins";"";"#";"Not assigned";"20.08.2025";"73";"EP";"31";"RESINS";"626";"MAKROLON FOR IM - DR";"903";"IM DS OPAQUE";"#";"73/31/626/903/Not as";"#";"73/31/626/903/Not as";"";"";"3481";"M.2407C         901510";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"7371876";"Plant SUAR";"JP 27";"Osaka";"7371876";"Plant SUAR";"JP 27";"Osaka";"R31";"JAPAN";"R31";"JAPAN";"";"";"";"";"";"";"";"";"3481";"M.2407C         901510";"";"";"";"";"";"73511,79";"2,000";"7";"37,00";"38,00";"1,00";"2205353,70";"514582,53";"2719,94";"2205353,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"R";"Non core raw mat.";"IN";"India";"IN";"India";"";"71";"CA Speedboat";"753";"CA SCS";"75063";"SCS Others";"D01";"DIR-Direct";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"";"#";"Not assigned";"";"";"007.2026";"007.2026";"LH1";"CHEYO";"USP1";"COV USA";"09";"Engineering";"";"";"";"";"";"";"11218359";"PLANT I1AG";"11218359";"PLANT I1AG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"076";"PM Apparel APAC";"A906";"PM RM for TPU";"87317049";"DESMODUR 0121 CN         0000,00 KG T01";"";"";"";"70630";"SMDI";"";"4AAB";"PRD EP  CPD GUA 4AAB";"25.07.2026";"70";"PM";"04";"MDI PM";"110";"MDI PM MONOMER";"173";"4,4'-mMDI";"#";"70/04/110/173/Not as";"#";"70/04/110/173/Not as";"";"";"86180510";"MDI 0121 CN";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"R34";"INDIA SUBCONTINENT";"R34";"INDIA SUBCONTINENT";"";"";"";"";"";"";"";"";"87315585";"DESMODUR 0121 CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8364,037";"41820,18";"36576,02";"38608,78";"2032,76";"3211,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"O";"Non core others";"US";"USA";"US";"USA";"";"05";"EP Other Indu.";"311";"EP Resins";"73999";"EP Resin others";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"";"";"";"#";"Not assigned";"";"";"005.2025";"005.2025";"599";"SALESGROUP GLOBAL";"KR01";"COV Korea";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"142";"EP MOB INT";"A386";"EP MOB INT";"6588824";"B.T65XF CN      901510            BE100W";"";"";"";"73060";"EP Resins";"";"B8KA";"PRD PM  WS CAO";"31.05.2025";"73";"EP";"31";"RESINS";"414";"BAYBLEND T / GV";"775";"BAYBLEND T XF";"#";"73/31/414/775/Not as";"#";"73/31/414/775/Not as";"";"";"939355";"B.T65XF CN      901510";"R2";"NA";"R2";"NA";"050";"PRD";"";"";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"939355";"B.T65XF CN      901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7337,093";"66987,66";"62327,44";"63484,19";"1156,75";"3503,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"07.12.2025";"08.12.2025";"";"";"";"";"";"";"";"T";"Core tolling";"CN";"PR of China";"CN";"PR of China";"06.12.2025";"01";"EP Mobility";"301";"EP Mobility";"73061";"EP MOB Lighting";"D01";"DIR-Direct";"#";"Not assigned";"07.12.2025";"B8KA";"PRD PM  WS CAO";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"B220";"Western Europe";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"081";"PM Flex Foam EMEA";"E102";"PM Flex. Slabstock";"2375501";"ARCOL POLYOL 1107        0000,00 KG T01";"";"";"";"70540";"SPET";"05.12.2025";"B8KA";"PRD PM  WS CAO";"";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"5558646";"PET 1107";"5558646";"PET 1107";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5484758";"ARCOL POLYOL 1107";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11042,340";"84805,17";"84763,05"
"Sales";"02.10.2025";"05.10.2025";"";"";"";"";"";"";"";"P";"Core coproducer";"US";"USA";"US";"USA";"26.09.2025";"05";"EP Other Indu.";"311";"EP Resins";"73999";"EP Resin others";"I08";"IN-PLA TransPlant";"#";"Not assigned";"04.10.2025";"B8KB";"PRD EP  CPD CAO B8KB";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"KR01";"COV Korea";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"062";"PM Auto Seating EMEA";"E020";"PM Auto Flex. Foam";"82186973";"HYPERLITE POLYOL1674(LA) 0000,00 KG T01";"";"";"";"70540";"SPET";"01.10.2025";"B8KB";"PRD EP  CPD CAO B8KB";"";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"79791984";"PET 1674";"79791984";"PET 1674";"R2";"NA";"R2";"NA";"";"";"";"";"";"";"";"";"";"";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"79848056";"HYPERLITE POLYOL 1674 (LA)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13662,440";"124738,08";"123338,64"
"COSMOS";"";"";"73";"EP";"27.04.2025";"";"";"1705";"Covestro Guangzhou/C";"E";"Non core coproducer";"IT";"Italy";"IT";"Italy";"";"72";"CA Flagship";"722";"CA IC";"75032";"IC General Industry";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"ORY1";"DCRP TOTAL DIST COLU";"";"";"-174,01";"#";"Not assigned";"";"";"004.2025";"004.2025";"LH1";"CHEYO";"VN01";"COV Vietnam";"15";"Other Industries";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"72";"ELA";"A72";"ELA";"725";"ELA";"524";"SCPU";"E846";"ELA SCPU Others";"85349636";"FREIGHT COST";"";"";"";"72220";"SCPU";"";"ORY1";"DCRP TOTAL DIST COLU";"";"72";"ELA";"21";"ELA Machines";"502";"AFTER SALES";"000";"DUMMY LEVEL 4";"#";"72/21/502/000/Not as";"#";"72/21/502/000/Not as";"";"";"#";"Not assigned";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"910023";"Covestro s.r.l.";"IT BG";"Bergamo";"910023";"Covestro s.r.l.";"IT BG";"Bergamo";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"#";"Not assigned";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9851,34";"10077,24";"24591,32";"2687,576";"23515,39";"23036,95";"13438,15";"-478,44";"1554,37";"4651,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
